10109,
10110,
10111,
10112,2.0
10113,
10114,
10115,8.0
10116,2.0
10117,
10118,
10119,6.0
10120,5.0
10121,6.0
10122,10.0
10123,7.0
10124,6.0
10125,
10126,12.0
10127,5.0
10153,
10154,2.0
10155,6.0
10156,8.0
10157,
10158,9.0
10159,
10160,
10161,
10162,10.0
10163,
10164,9.0
10165,7.0
10166,10.0
10167,
10168,8.0
10169,10.0
10170,
10171,12.0
10172,
10173,
10174,15.0
10175,8.0
10225,
10226,6.0
10227,7.0
10228,5.0
10229,7.0
10230,7.0
10231,
10232,6.0
10233,5.0
10234,
10235,
10236,
10237,
10238,
10239,
10240,
10241,
10242,3.0
10243,
10244,7.0
10245,
10246,
10247,
10273,5.0
10274,
10275,
10276,
10277,6.0
10278,4.0
10279,8.0
10280,4.0
10281,0.0
10282,
10283,3.0
10284,6.0
10285,
10286,5.0
10287,
10288,
10289,
10290,
10291,
10292,5.0
10293,
10294,
10295,
10321,2.0
10322,
10323,
10324,5.0
10325,
10326,4.0
10327,6.0
10328,
10329,3.0
10330,
10331,
10332,5.0
10333,2.0
10334,7.0
10335,
10336,
10337,
10338,5.0
10339,
10340,5.0
10341,3.0
10342,3.0
10343,
10369,3.0
10370,
10371,6.0
10372,
10373,
10374,
10375,4.0
10376,
10377,
10378,4.0
10379,6.0
10380,
10381,
10382,6.0
10383,1.0
10384,4.0
10385,6.0
10386,5.0
10387,4.0
10388,
10389,2.0
10390,3.0
10391,
10537,5.0
10538,3.0
10539,7.0
10540,
10541,4.0
10542,
10543,
10544,
10545,2.0
10546,
10547,8.0
10548,3.0
10549,
10550,3.0
10551,2.0
10552,
10553,2.0
10554,2.0
10555,
10556,0.0
10557,
10558,5.0
10559,
10633,4.0
10634,3.0
10635,5.0
10636,5.0
10637,6.0
10638,
10639,3.0
10640,4.0
10641,
10642,
10643,
10644,
10645,
10646,
10647,
10648,
10649,6.0
10650,
10651,6.0
10652,
10653,
10654,
10655,2.0
10681,
10682,
10683,4.0
10684,
10685,12.0
10686,
10687,14.0
10688,
10689,
10690,6.0
10691,
10692,13.0
10693,
10694,2.0
10695,
10696,
10697,7.0
10698,10.0
10699,10.0
10700,11.0
10701,12.0
10702,
10703,6.0
10729,8.0
10730,
10731,6.0
10732,
10733,
10734,
10735,
10736,
10737,7.0
10738,
10739,
10740,
10741,9.0
10742,
10743,
10744,7.0
10745,
10746,7.0
10747,3.0
10748,
10749,8.0
10750,
10751,
10777,5.0
10778,7.0
10779,4.0
10780,
10781,
10782,
10783,8.0
10784,
10785,7.0
10786,4.0
10787,11.0
10788,
10789,10.0
10790,
10791,6.0
10792,
10793,
10794,
10795,5.0
10796,
10797,
10798,4.0
10799,7.0
10897,
10898,
10899,6.0
10900,11.0
10901,7.0
10902,11.0
10903,4.0
10904,8.0
10905,7.0
10906,
10907,6.0
10908,6.0
10909,4.0
10910,2.0
10911,11.0
10912,
10913,6.0
10914,11.0
10915,10.0
10916,8.0
10917,
10918,11.0
10919,
10969,
10970,
10971,7.0
10972,
10973,9.0
10974,3.0
10975,
10976,8.0
10977,
10978,5.0
10979,
10980,12.0
10981,
10982,8.0
10983,
10984,9.0
10985,
10986,
10987,
10988,11.0
10989,
10990,10.0
10991,12.0
11089,
11090,
11091,
11092,10.0
11093,
11094,
11095,13.0
11096,
11097,
11098,10.0
11099,
11100,9.0
11101,6.0
11102,
11103,11.0
11104,4.0
11105,
11106,
11107,10.0
11108,
11109,14.0
11110,6.0
11111,8.0
11137,10.0
11138,12.0
11139,13.0
11140,
11141,12.0
11142,
11143,
11144,6.0
11145,8.0
11146,
11147,
11148,6.0
11149,
11150,
11151,
11152,
11153,
11154,
11155,
11156,15.0
11157,
11158,8.0
11159,
11209,
11210,
11211,12.0
11212,
11213,8.0
11214,8.0
11215,
11216,9.0
11217,8.0
11218,
11219,
11220,4.0
11221,
11222,
11223,
11224,
11225,6.0
11226,
11227,
11228,15.0
11229,9.0
11230,
11231,
11257,5.0
11258,10.0
11259,6.0
11260,9.0
11261,10.0
11262,11.0
11263,
11264,3.0
11265,6.0
11266,
11267,4.0
11268,4.0
11269,5.0
11270,
11271,5.0
11272,
11273,
11274,
11275,13.0
11276,
11277,8.0
11278,0.0
11279,
11353,5.0
11354,7.0
11355,
11356,4.0
11357,4.0
11358,
11359,7.0
11360,
11361,5.0
11362,
11363,1.0
11364,8.0
11365,3.0
11366,9.0
11367,1.0
11368,
11369,8.0
11370,3.0
11371,
11372,
11373,
11374,
11375,
11401,
11402,
11403,
11404,4.0
11405,
11406,5.0
11407,
11408,
11409,
11410,3.0
11411,
11412,
11413,10.0
11414,
11415,7.0
11416,
11417,5.0
11418,
11419,
11420,6.0
11421,2.0
11422,5.0
11423,2.0
11497,4.0
11498,
11499,4.0
11500,3.0
11501,
11502,6.0
11503,
11504,
11505,
11506,
11507,
11508,4.0
11509,
11510,
11511,
11512,2.0
11513,
11514,
11515,5.0
11516,
11517,5.0
11518,7.0
11519,
11593,7.0
11594,
11595,
11596,4.0
11597,6.0
11598,6.0
11599,
11600,
11601,
11602,3.0
11603,
11604,1.0
11605,2.0
11606,1.0
11607,
11608,2.0
11609,
11610,2.0
11611,
11612,
11613,
11614,5.0
11615,
11641,
11642,3.0
11643,8.0
11644,
11645,
11646,6.0
11647,6.0
11648,10.0
11649,6.0
11650,6.0
11651,5.0
11652,
11653,2.0
11654,5.0
11655,
11656,0.0
11657,2.0
11658,4.0
11659,
11660,6.0
11661,
11662,
11663,
11713,3.0
11714,
11715,7.0
11716,2.0
11717,
11718,4.0
11719,4.0
11720,
11721,1.0
11722,0.0
11723,
11724,5.0
11725,
11726,8.0
11727,
11728,3.0
11729,3.0
11730,3.0
11731,1.0
11732,7.0
11733,
11734,5.0
11735,4.0
11761,
11762,
11763,
11764,
11765,
11766,
11767,
11768,
11769,2.0
11770,
11771,3.0
11772,
11773,
11774,
11775,5.0
11776,
11777,
11778,10.0
11779,
11780,4.0
11781,
11782,5.0
11783,
11809,
11810,9.0
11811,
11812,5.0
11813,
11814,5.0
11815,
11816,
11817,6.0
11818,12.0
11819,8.0
11820,13.0
11821,4.0
11822,
11823,4.0
11824,3.0
11825,
11826,6.0
11827,
11828,
11829,
11830,
11831,
11857,5.0
11858,
11859,
11860,
11861,7.0
11862,
11863,
11864,4.0
11865,
11866,7.0
11867,6.0
11868,
11869,5.0
11870,
11871,
11872,6.0
11873,5.0
11874,9.0
11875,
11876,
11877,
11878,5.0
11879,
11905,7.0
11906,4.0
11907,1.0
11908,
11909,10.0
11910,
11911,6.0
11912,
11913,
11914,
11915,2.0
11916,
11917,
11918,12.0
11919,4.0
11920,
11921,
11922,3.0
11923,10.0
11924,6.0
11925,5.0
11926,12.0
11927,7.0
12001,
12002,5.0
12003,10.0
12004,12.0
12005,7.0
12006,5.0
12007,
12008,3.0
12009,13.0
12010,13.0
12011,4.0
12012,
12013,15.0
12014,7.0
12015,
12016,
12017,
12018,
12019,8.0
12020,7.0
12021,8.0
12022,
12023,
12049,4.0
12050,8.0
12051,
12052,5.0
12053,7.0
12054,12.0
12055,
12056,
12057,3.0
12058,
12059,11.0
12060,
12061,
12062,
12063,
12064,3.0
12065,
12066,4.0
12067,
12068,
12069,5.0
12070,
12071,9.0
12241,
12242,5.0
12243,4.0
12244,
12245,7.0
12246,
12247,4.0
12248,11.0
12249,
12250,7.0
12251,2.0
12252,
12253,7.0
12254,6.0
12255,
12256,5.0
12257,0.0
12258,
12259,
12260,
12261,
12262,7.0
12263,
12289,7.0
12290,8.0
12291,
12292,
12293,
12294,
12295,
12296,
12297,5.0
12298,
12299,1.0
12300,
12301,
12302,
12303,
12304,10.0
12305,
12306,
12307,6.0
12308,
12309,
12310,3.0
12311,4.0
12385,1.0
12386,
12387,6.0
12388,
12389,6.0
12390,
12391,
12392,
12393,7.0
12394,
12395,
12396,6.0
12397,5.0
12398,
12399,
12400,10.0
12401,3.0
12402,5.0
12403,6.0
12404,8.0
12405,6.0
12406,
12407,6.0
12481,5.0
12482,
12483,7.0
12484,3.0
12485,7.0
12486,
12487,9.0
12488,
12489,
12490,
12491,8.0
12492,
12493,8.0
12494,8.0
12495,
12496,3.0
12497,3.0
12498,
12499,6.0
12500,7.0
12501,
12502,3.0
12503,
12529,8.0
12530,
12531,7.0
12532,6.0
12533,2.0
12534,4.0
12535,9.0
12536,
12537,4.0
12538,8.0
12539,
12540,
12541,
12542,
12543,
12544,
12545,
12546,
12547,6.0
12548,
12549,4.0
12550,
12551,
12625,
12626,7.0
12627,
12628,
12629,7.0
12630,
12631,4.0
12632,
12633,5.0
12634,
12635,
12636,9.0
12637,2.0
12638,9.0
12639,3.0
12640,7.0
12641,
12642,4.0
12643,8.0
12644,
12645,9.0
12646,
12647,
12721,
12722,
12723,
12724,13.0
12725,
12726,
12727,
12728,1.0
12729,
12730,
12731,4.0
12732,
12733,9.0
12734,5.0
12735,5.0
12736,
12737,8.0
12738,
12739,
12740,
12741,6.0
12742,5.0
12743,9.0
12769,
12770,12.0
12771,
12772,
12773,11.0
12774,
12775,6.0
12776,
12777,
12778,9.0
12779,3.0
12780,11.0
12781,
12782,7.0
12783,
12784,4.0
12785,
12786,
12787,
12788,14.0
12789,
12790,
12791,7.0
12817,7.0
12818,
12819,
12820,6.0
12821,4.0
12822,7.0
12823,5.0
12824,9.0
12825,6.0
12826,
12827,
12828,5.0
12829,3.0
12830,
12831,6.0
12832,7.0
12833,7.0
12834,
12835,6.0
12836,
12837,
12838,
12839,8.0
12889,
12890,5.0
12891,2.0
12892,
12893,6.0
12894,8.0
12895,
12896,8.0
12897,2.0
12898,
12899,7.0
12900,
12901,5.0
12902,
12903,5.0
12904,4.0
12905,9.0
12906,3.0
12907,3.0
12908,
12909,7.0
12910,1.0
12911,
12937,
12938,
12939,
12940,
12941,
12942,
12943,
12944,4.0
12945,
12946,4.0
12947,
12948,
12949,
12950,7.0
12951,
12952,
12953,5.0
12954,
12955,7.0
12956,
12957,6.0
12958,
12959,
13009,10.0
13010,3.0
13011,3.0
13012,10.0
13013,11.0
13014,
13015,9.0
13016,8.0
13017,
13018,9.0
13019,
13020,
13021,
13022,
13023,
13024,7.0
13025,
13026,
13027,
13028,5.0
13029,
13030,
13031,11.0
13057,
13058,4.0
13059,7.0
13060,
13061,11.0
13062,
13063,
13064,9.0
13065,4.0
13066,5.0
13067,
13068,
13069,
13070,8.0
13071,
13072,6.0
13073,8.0
13074,6.0
13075,
13076,6.0
13077,
13078,6.0
13079,
13105,
13106,
13107,7.0
13108,
13109,
13110,8.0
13111,10.0
13112,
13113,
13114,10.0
13115,9.0
13116,5.0
13117,7.0
13118,7.0
13119,6.0
13120,
13121,11.0
13122,12.0
13123,
13124,14.0
13125,8.0
13126,6.0
13127,
13153,8.0
13154,
13155,
13156,
13157,10.0
13158,
13159,8.0
13160,5.0
13161,
13162,11.0
13163,10.0
13164,
13165,6.0
13166,3.0
13167,
13168,10.0
13169,
13170,11.0
13171,
13172,8.0
13173,6.0
13174,4.0
13175,6.0
13273,5.0
13274,
13275,8.0
13276,9.0
13277,
13278,
13279,
13280,
13281,
13282,
13283,
13284,
13285,6.0
13286,
13287,9.0
13288,
13289,
13290,
13291,7.0
13292,
13293,
13294,12.0
13295,0.0
13321,17.0
13322,4.0
13323,2.0
13324,
13325,3.0
13326,11.0
13327,
13328,13.0
13329,
13330,
13331,
13332,
13333,
13334,10.0
13335,
13336,
13337,
13338,1.0
13339,12.0
13340,
13341,
13342,5.0
13343,
13393,
13394,5.0
13395,
13396,8.0
13397,
13398,18.0
13399,13.0
13400,
13401,9.0
13402,
13403,
13404,
13405,4.0
13406,5.0
13407,9.0
13408,
13409,
13410,
13411,8.0
13412,
13413,14.0
13414,14.0
13415,2.0
13441,
13442,13.0
13443,
13444,4.0
13445,
13446,
13447,
13448,7.0
13449,
13450,
13451,8.0
13452,7.0
13453,
13454,
13455,6.0
13456,8.0
13457,11.0
13458,14.0
13459,2.0
13460,11.0
13461,12.0
13462,10.0
13463,11.0
13489,4.0
13490,
13491,6.0
13492,9.0
13493,
13494,6.0
13495,
13496,10.0
13497,
13498,
13499,
13500,
13501,
13502,8.0
13503,
13504,
13505,
13506,2.0
13507,1.0
13508,
13509,
13510,2.0
13511,
13561,4.0
13562,7.0
13563,
13564,11.0
13565,
13566,
13567,8.0
13568,
13569,3.0
13570,4.0
13571,10.0
13572,5.0
13573,2.0
13574,10.0
13575,
13576,
13577,6.0
13578,
13579,
13580,
13581,
13582,2.0
13583,
13633,5.0
13634,
13635,6.0
13636,0.0
13637,
13638,6.0
13639,2.0
13640,
13641,1.0
13642,
13643,1.0
13644,11.0
13645,11.0
13646,10.0
13647,
13648,10.0
13649,
13650,
13651,1.0
13652,12.0
13653,
13654,
13655,
13705,
13706,7.0
13707,
13708,7.0
13709,
13710,8.0
13711,
13712,1.0
13713,4.0
13714,4.0
13715,
13716,
13717,5.0
13718,7.0
13719,2.0
13720,6.0
13721,5.0
13722,3.0
13723,9.0
13724,2.0
13725,
13726,4.0
13727,6.0
13849,
13850,0.0
13851,1.0
13852,8.0
13853,
13854,
13855,6.0
13856,8.0
13857,4.0
13858,
13859,1.0
13860,
13861,
13862,
13863,10.0
13864,
13865,
13866,8.0
13867,3.0
13868,
13869,12.0
13870,
13871,11.0
13921,
13922,10.0
13923,
13924,
13925,
13926,11.0
13927,
13928,
13929,
13930,8.0
13931,
13932,6.0
13933,
13934,3.0
13935,3.0
13936,
13937,6.0
13938,10.0
13939,15.0
13940,
13941,
13942,
13943,9.0
13969,6.0
13970,
13971,8.0
13972,8.0
13973,
13974,
13975,
13976,6.0
13977,
13978,
13979,
13980,
13981,
13982,
13983,11.0
13984,
13985,
13986,3.0
13987,
13988,
13989,
13990,11.0
13991,
14113,
14114,
14115,
14116,10.0
14117,
14118,
14119,
14120,8.0
14121,
14122,8.0
14123,
14124,
14125,
14126,
14127,
14128,
14129,
14130,
14131,10.0
14132,14.0
14133,
14134,9.0
14135,10.0
14161,5.0
14162,5.0
14163,10.0
14164,
14165,10.0
14166,
14167,10.0
14168,
14169,8.0
14170,9.0
14171,
14172,13.0
14173,10.0
14174,
14175,6.0
14176,8.0
14177,
14178,9.0
14179,
14180,
14181,
14182,11.0
14183,
14257,10.0
14258,8.0
14259,12.0
14260,
14261,9.0
14262,12.0
14263,
14264,11.0
14265,8.0
14266,7.0
14267,7.0
14268,10.0
14269,3.0
14270,
14271,
14272,10.0
14273,10.0
14274,
14275,
14276,13.0
14277,
14278,
14279,
14305,11.0
14306,
14307,10.0
14308,
14309,11.0
14310,8.0
14311,12.0
14312,
14313,9.0
14314,
14315,
14316,
14317,8.0
14318,8.0
14319,10.0
14320,
14321,
14322,12.0
14323,
14324,14.0
14325,6.0
14326,
14327,3.0
14353,
14354,
14355,11.0
14356,
14357,
14358,
14359,5.0
14360,
14361,
14362,
14363,
14364,
14365,8.0
14366,
14367,8.0
14368,12.0
14369,
14370,10.0
14371,12.0
14372,9.0
14373,7.0
14374,7.0
14375,7.0
14401,
14402,5.0
14403,
14404,3.0
14405,
14406,
14407,6.0
14408,
14409,9.0
14410,
14411,12.0
14412,
14413,
14414,15.0
14415,12.0
14416,11.0
14417,21.0
14418,7.0
14419,
14420,12.0
14421,
14422,6.0
14423,
14473,7.0
14474,
14475,
14476,3.0
14477,
14478,
14479,6.0
14480,
14481,9.0
14482,7.0
14483,9.0
14484,
14485,9.0
14486,
14487,4.0
14488,
14489,9.0
14490,
14491,10.0
14492,9.0
14493,
14494,8.0
14495,
14593,
14594,
14595,
14596,
14597,5.0
14598,
14599,
14600,
14601,2.0
14602,
14603,
14604,9.0
14605,
14606,9.0
14607,1.0
14608,
14609,9.0
14610,
14611,
14612,10.0
14613,8.0
14614,6.0
14615,
14665,
14666,9.0
14667,
14668,6.0
14669,
14670,
14671,
14672,4.0
14673,9.0
14674,1.0
14675,
14676,9.0
14677,
14678,5.0
14679,
14680,
14681,
14682,7.0
14683,
14684,
14685,8.0
14686,7.0
14687,
14713,
14714,
14715,8.0
14716,8.0
14717,9.0
14718,4.0
14719,
14720,
14721,5.0
14722,8.0
14723,4.0
14724,
14725,
14726,
14727,8.0
14728,
14729,5.0
14730,
14731,
14732,5.0
14733,
14734,
14735,
14761,
14762,
14763,
14764,
14765,9.0
14766,5.0
14767,6.0
14768,
14769,8.0
14770,6.0
14771,8.0
14772,9.0
14773,
14774,5.0
14775,
14776,9.0
14777,7.0
14778,
14779,8.0
14780,
14781,9.0
14782,4.0
14783,12.0
14881,
14882,
14883,11.0
14884,6.0
14885,
14886,
14887,8.0
14888,
14889,5.0
14890,
14891,9.0
14892,4.0
14893,
14894,8.0
14895,
14896,11.0
14897,
14898,12.0
14899,
14900,16.0
14901,19.0
14902,
14903,9.0
14929,
14930,
14931,12.0
14932,10.0
14933,10.0
14934,
14935,
14936,
14937,12.0
14938,
14939,13.0
14940,13.0
14941,22.0
14942,
14943,14.0
14944,
14945,18.0
14946,
14947,
14948,
14949,16.0
14950,
14951,
15049,8.0
15050,14.0
15051,
15052,
15053,13.0
15054,6.0
15055,15.0
15056,21.0
15057,11.0
15058,19.0
15059,
15060,18.0
15061,16.0
15062,
15063,15.0
15064,7.0
15065,5.0
15066,
15067,17.0
15068,
15069,
15070,
15071,3.0
15097,
15098,11.0
15099,12.0
15100,
15101,11.0
15102,16.0
15103,
15104,12.0
15105,19.0
15106,
15107,17.0
15108,
15109,12.0
15110,
15111,22.0
15112,13.0
15113,6.0
15114,9.0
15115,9.0
15116,
15117,6.0
15118,12.0
15119,
15145,
15146,
15147,
15148,
15149,
15150,
15151,
15152,23.0
15153,
15154,14.0
15155,
15156,
15157,
15158,
15159,
15160,7.0
15161,
15162,
15163,
15164,14.0
15165,
15166,5.0
15167,
15193,
15194,
15195,
15196,15.0
15197,
15198,
15199,
15200,
15201,
15202,11.0
15203,
15204,6.0
15205,
15206,9.0
15207,9.0
15208,7.0
15209,4.0
15210,11.0
15211,
15212,13.0
15213,
15214,6.0
15215,
15361,5.0
15362,18.0
15363,
15364,9.0
15365,13.0
15366,
15367,12.0
15368,4.0
15369,
15370,6.0
15371,
15372,
15373,
15374,14.0
15375,
15376,7.0
15377,8.0
15378,9.0
15379,
15380,20.0
15381,13.0
15382,
15383,8.0
15409,5.0
15410,6.0
15411,8.0
15412,8.0
15413,8.0
15414,
15415,
15416,12.0
15417,8.0
15418,
15419,
15420,10.0
15421,
15422,
15423,
15424,14.0
15425,
15426,10.0
15427,
15428,9.0
15429,8.0
15430,14.0
15431,
15481,6.0
15482,
15483,
15484,
15485,5.0
15486,15.0
15487,4.0
15488,
15489,
15490,13.0
15491,
15492,5.0
15493,15.0
15494,
15495,5.0
15496,
15497,
15498,8.0
15499,
15500,
15501,
15502,12.0
15503,
15577,
15578,
15579,
15580,
15581,4.0
15582,
15583,13.0
15584,12.0
15585,
15586,9.0
15587,13.0
15588,10.0
15589,10.0
15590,7.0
15591,
15592,2.0
15593,
15594,9.0
15595,
15596,7.0
15597,
15598,
15599,9.0
15649,12.0
15650,
15651,9.0
15652,
15653,
15654,7.0
15655,12.0
15656,8.0
15657,13.0
15658,4.0
15659,
15660,15.0
15661,7.0
15662,
15663,10.0
15664,
15665,
15666,
15667,
15668,
15669,11.0
15670,
15671,
15721,
15722,11.0
15723,
15724,
15725,9.0
15726,
15727,8.0
15728,5.0
15729,
15730,6.0
15731,
15732,
15733,7.0
15734,8.0
15735,10.0
15736,
15737,
15738,
15739,11.0
15740,
15741,9.0
15742,11.0
15743,9.0
15769,
15770,5.0
15771,
15772,7.0
15773,
15774,
15775,
15776,8.0
15777,
15778,
15779,11.0
15780,6.0
15781,
15782,
15783,9.0
15784,6.0
15785,13.0
15786,7.0
15787,6.0
15788,8.0
15789,
15790,14.0
15791,8.0
15865,
15866,4.0
15867,13.0
15868,13.0
15869,
15870,8.0
15871,
15872,
15873,
15874,2.0
15875,
15876,13.0
15877,9.0
15878,
15879,11.0
15880,15.0
15881,
15882,9.0
15883,11.0
15884,
15885,17.0
15886,
15887,17.0
15913,
15914,3.0
15915,6.0
15916,12.0
15917,17.0
15918,17.0
15919,
15920,2.0
15921,14.0
15922,
15923,
15924,
15925,
15926,
15927,
15928,
15929,
15930,8.0
15931,
15932,6.0
15933,
15934,
15935,
15985,5.0
15986,
15987,
15988,
15989,
15990,7.0
15991,
15992,
15993,
15994,5.0
15995,
15996,2.0
15997,
15998,
15999,
16000,
16001,
16002,
16003,
16004,
16005,3.0
16006,2.0
16007,
16057,1.0
16058,2.0
16059,10.0
16060,4.0
16061,6.0
16062,
16063,6.0
16064,
16065,10.0
16066,
16067,1.0
16068,6.0
16069,
16070,2.0
16071,5.0
16072,
16073,1.0
16074,2.0
16075,
16076,4.0
16077,
16078,
16079,
16105,3.0
16106,
16107,6.0
16108,5.0
16109,8.0
16110,
16111,4.0
16112,4.0
16113,
16114,5.0
16115,4.0
16116,6.0
16117,6.0
16118,6.0
16119,7.0
16120,
16121,
16122,9.0
16123,5.0
16124,
16125,
16126,2.0
16127,
16201,
16202,
16203,4.0
16204,
16205,6.0
16206,
16207,5.0
16208,5.0
16209,11.0
16210,
16211,5.0
16212,
16213,
16214,
16215,9.0
16216,6.0
16217,4.0
16218,
16219,
16220,10.0
16221,
16222,4.0
16223,4.0
16249,
16250,10.0
16251,
16252,
16253,3.0
16254,
16255,
16256,
16257,8.0
16258,
16259,
16260,
16261,
16262,
16263,10.0
16264,
16265,13.0
16266,5.0
16267,
16268,4.0
16269,7.0
16270,6.0
16271,4.0
16321,9.0
16322,
16323,
16324,9.0
16325,
16326,5.0
16327,
16328,7.0
16329,
16330,
16331,13.0
16332,
16333,
16334,
16335,10.0
16336,
16337,11.0
16338,
16339,
16340,
16341,
16342,
16343,
16369,
16370,
16371,16.0
16372,10.0
16373,
16374,9.0
16375,10.0
16376,5.0
16377,11.0
16378,15.0
16379,
16380,10.0
16381,
16382,14.0
16383,
16384,11.0
16385,10.0
16386,
16387,8.0
16388,9.0
16389,
16390,0.0
16391,9.0
16417,
16418,14.0
16419,
16420,
16421,
16422,5.0
16423,
16424,6.0
16425,4.0
16426,11.0
16427,
16428,15.0
16429,12.0
16430,
16431,8.0
16432,2.0
16433,7.0
16434,6.0
16435,8.0
16436,9.0
16437,
16438,
16439,8.0
16513,14.0
16514,
16515,
16516,10.0
16517,
16518,
16519,
16520,15.0
16521,
16522,8.0
16523,
16524,15.0
16525,8.0
16526,1.0
16527,
16528,3.0
16529,
16530,
16531,
16532,9.0
16533,10.0
16534,14.0
16535,
16633,
16634,17.0
16635,
16636,5.0
16637,2.0
16638,
16639,9.0
16640,
16641,
16642,10.0
16643,
16644,
16645,
16646,13.0
16647,
16648,
16649,
16650,
16651,
16652,7.0
16653,
16654,14.0
16655,7.0
16729,
16730,17.0
16731,11.0
16732,8.0
16733,5.0
16734,9.0
16735,
16736,
16737,16.0
16738,
16739,14.0
16740,
16741,6.0
16742,10.0
16743,
16744,5.0
16745,
16746,6.0
16747,
16748,
16749,6.0
16750,5.0
16751,8.0
16777,6.0
16778,4.0
16779,
16780,7.0
16781,8.0
16782,
16783,7.0
16784,
16785,
16786,
16787,
16788,
16789,6.0
16790,
16791,
16792,
16793,9.0
16794,
16795,
16796,3.0
16797,
16798,5.0
16799,3.0
16825,
16826,8.0
16827,
16828,
16829,10.0
16830,9.0
16831,4.0
16832,
16833,
16834,
16835,7.0
16836,
16837,7.0
16838,7.0
16839,10.0
16840,
16841,6.0
16842,
16843,5.0
16844,
16845,
16846,
16847,5.0
16897,
16898,
16899,8.0
